# Ps Pf tauTTD tauBTD
3.00 5.5 0.21448873940045718 0.696673998572476
3.00 6.0 0.19108932534151468 0.6977512149533421
3.00 6.5 0.18346229339113715 0.7396912356327732
3.00 7.0 0.17717926773061665 0.757889928318981
3.00 7.5 0.17592117280994515 0.8185100011973675
3.00 8.0 0.16613136454928026 0.8510653527630208
3.25 0.5 0.9404854076548393 0.4377311748651827
3.25 1.0 0.5774827582280201 0.4461175604973018
3.25 1.5 0.4247395986393779 0.4560067991828795
3.25 2.0 0.36334935981351346 0.4717608939004539
3.25 2.5 0.3153824510339404 0.5066557266592149
3.25 3.0 0.29045686441614865 0.5333573882761959
3.25 3.5 0.26250860197208153 0.5468428905713578
3.25 4.0 0.23970288050732194 0.5679442108097182
3.25 4.5 0.2323326843988922 0.5826082557314922
3.25 5.0 0.21147287863557726 0.5850565601083534
3.25 5.5 0.19831940677711163 0.6170010888334571
3.25 6.0 0.1903949761125194 0.6476966512686063
3.25 6.5 0.18562180234213999 0.6943233486689956
3.25 7.0 0.17995325549513547 0.6885872050619447
3.25 7.5 0.1725531396572789 0.7196029862714368
3.25 8.0 0.16715896667453495 0.7538568457982232
3.50 0.5 0.9238734488303343 0.39004970596346045
3.50 1.0 0.6033120387867189 0.41135117231375706
3.50 1.5 0.4294228014107362 0.4782479114752159
3.50 2.0 0.3599466383212183 0.46771934250564035
3.50 2.5 0.328090252517171 0.4567907767647617
3.50 3.0 0.29744713752270585 0.4981219658006665
3.50 3.5 0.2652151934635094 0.5057378504068392
3.50 4.0 0.2445282309501029 0.5355678395977549
3.50 4.5 0.2282209407260159 0.54689344978128
3.50 5.0 0.2198687114508102 0.5650463123570187
3.50 5.5 0.2006864288033416 0.5864038687462592
3.50 6.0 0.2013354136814801 0.6248276792218931
3.50 6.5 0.19268089464446697 0.6253722192780493
3.50 7.0 0.17538892646225335 0.645219849453366
3.50 7.5 0.1844660182072407 0.667667891032087
3.50 8.0 0.16840606734151292 0.6862113435921229
3.75 0.5 0.959013106367442 0.3926631617391521
3.75 1.0 0.596573085922913 0.41568465291973705
3.75 1.5 0.4748592537518478 0.4224435559561538
3.75 2.0 0.3706476940353845 0.41664718493541125
3.75 2.5 0.32929000352750837 0.4482321528025271
3.75 3.0 0.28553925079649883 0.44898219385063165
3.75 3.5 0.26001917862599605 0.48050748359384454
3.75 4.0 0.24942187802556348 0.4957404036504293
3.75 4.5 0.23270523145703043 0.5254005292872859
3.75 5.0 0.21186784152148652 0.5139648237347425
3.75 5.5 0.21337733845382176 0.5576631437221743
3.75 6.0 0.20285856691147097 0.5736548392138212
3.75 6.5 0.19415783732018577 0.571419971546381
3.75 7.0 0.1773532604530047 0.5889686357602146
3.75 7.5 0.17734607577760667 0.6358800992471394
3.75 8.0 0.1702923767797466 0.6323332552797389
4.00 0.5 0.9375000205520514 0.37873610428003157
4.00 1.0 0.6300294712007948 0.39992954145999615
4.00 1.5 0.4491490947673278 0.4012290993440622
4.00 2.0 0.3979484798403906 0.4243876387317426
4.00 2.5 0.3258045762982432 0.4364808961717892
4.00 3.0 0.2990216205579728 0.45587159214279693
4.00 3.5 0.2763689470288339 0.46750051896635986
4.00 4.0 0.2523268062383808 0.47709601380753935
4.00 4.5 0.2416132659613159 0.4872711087264057
4.00 5.0 0.21970272151304315 0.49882774064929897
4.00 5.5 0.2050644478274873 0.5204051036830859
4.00 6.0 0.20159231963110877 0.522140242898664
4.00 6.5 0.18910087039426665 0.5524544713712867
4.00 7.0 0.17933689538381054 0.5629613952867926
4.00 7.5 0.1805525696649348 0.5837890999039519
4.00 8.0 0.17300187284297328 0.6117655055837012
