lp_w,Pf_Ps,alpha,trap_frac,mean_vx
1.5,0.25,1.7728653148549791,0.33422,-3.6660399483616213
1.5,0.375,1.8954300437165668,0.32258,-3.473781887994373
1.5,0.5,1.9294861827925944,0.3122,-3.6619459470109055
1.5,0.625,1.9461238283785756,0.29696,-3.5136491260441765
1.5,0.75,1.8897430907501742,0.28552,-2.902726597627437
1.5,0.875,1.800980081285496,0.2681,-1.2120175740939174
1.5,1.0,1.3171175674263527,0.2623,-0.4570643227545282
1.5,1.125,1.1878946291716233,0.24854,0.9493205756550418
1.5,1.25,1.5634980398509963,0.24004,1.5971221862788179
1.5,1.375,1.767955367888288,0.23266,3.0454877632084396
1.5,1.5,1.8574904353690826,0.22166,4.710160102966296
1.5,1.625,1.903836161918447,0.21522,5.93459701525299
1.5,1.75,1.932729495117453,0.2066,7.312623904026806
1.5,1.875,1.9517396543829515,0.2002,8.700143313864993
1.5,2.0,1.960334494579466,0.19208,10.151450729399228
1.75,0.125,1.5771927500660226,0.35096,-2.8801889940497216
1.75,0.25,1.8916790638439345,0.35256,-5.056958259130987
1.75,0.375,1.9928387695107912,0.34334,-5.795419799152753
1.75,0.5,2.003849471606739,0.32748,-5.730794125375111
1.75,0.625,2.0340285514546212,0.31158,-4.681208559946118
1.75,0.75,2.020792645381451,0.29906,-3.8841897610122045
1.75,0.875,1.9629579866679219,0.2814,-2.3702692378846857
1.75,1.0,1.796416370319425,0.27412,-1.677701971567024
1.75,1.125,0.9617583700886783,0.25974,0.012680815331625845
1.75,1.25,1.455175091564989,0.2516,1.6675582229710306
1.75,1.375,1.7124252348941522,0.24514,2.6632180779538954
1.75,1.5,1.840720908618362,0.23242,4.680978993506647
1.75,1.625,1.9123132108404761,0.22206,6.186362790788278
1.75,1.75,1.9487504828023767,0.21804,7.497889557421061
1.75,1.875,1.943618902725244,0.20744,9.728136660013606
1.75,2.0,1.9582006602583306,0.19936,11.254661835411225
2.0,0.125,1.6806363035708196,0.36502,-3.9437638905334267
2.0,0.25,1.9902588692945409,0.36776,-6.917721106501019
2.0,0.375,2.0124497799429606,0.35316,-7.356645462637708
2.0,0.5,2.0403286520410058,0.3442,-7.183925567765715
2.0,0.625,2.0511689895623273,0.3246,-6.247514294736901
2.0,0.75,2.063282804665521,0.31248,-5.594857683632038
2.0,0.875,2.0348750415709627,0.2923,-3.5608854629596336
2.0,1.0,1.9307587012752416,0.28192,-2.695899608872772
2.0,1.125,1.5362015218815726,0.27304,-0.6773272243953349
2.0,1.25,1.1958257360439488,0.25962,1.07850136038221
2.0,1.375,1.7041819025766167,0.25108,2.4870003838028945
2.0,1.5,1.8401888000559636,0.24032,4.4751386032242815
2.0,1.625,1.9002462199387424,0.22934,6.38366589378837
2.0,1.75,1.929691362989277,0.22226,8.022770220496698
2.0,1.875,1.9555417606089394,0.21426,10.16759286913985
2.0,2.0,1.951647885985075,0.20494,12.069017136449194
2.25,0.125,1.7780408486503945,0.37902,-5.182581228262948
2.25,0.25,1.9826932753829962,0.3817,-8.496200395137354
2.25,0.375,2.0322848143374364,0.36744,-9.462229899318777
